Species,Location,GISD_status,EASIN_status,invasive_flag
Octactis speculum,Portugal,Octactis speculum; Not in GISD,No_EASIN_data,GISD_listed_globally
Octactis speculum,Spain,Octactis speculum; Not in GISD,Not_listed,GISD_listed_globally
Odontella aurita,Netherlands,Odontella aurita; Not in GISD,No_EASIN_data,GISD_listed_globally
Odontosyllis gibba,Italy,Odontosyllis gibba; Not in GISD,No_EASIN_data,GISD_listed_globally
Oikopleura dioica,Norway,Oikopleura dioica; Not in GISD,No_EASIN_data,GISD_listed_globally
Oikopleura dioica,Portugal,Oikopleura dioica; Not in GISD,No_EASIN_data,GISD_listed_globally
Oithona nana,Greece,Oithona nana; Not in GISD,No_EASIN_data,GISD_listed_globally
Oithona nana,Italy,Oithona nana; Not in GISD,No_EASIN_data,GISD_listed_globally
Oithona nana,Norway,Oithona nana; Not in GISD,No_EASIN_data,GISD_listed_globally
Oithona nana,Portugal,Oithona nana; Not in GISD,No_EASIN_data,GISD_listed_globally
Oithona nana,Spain,Oithona nana; Not in GISD,Not_listed,GISD_listed_globally
Oithona nana,United Kingdom,Oithona nana; Not in GISD,No_EASIN_data,GISD_listed_globally
Oithona plumifera,France,Oithona plumifera; Not in GISD,Not_listed,GISD_listed_globally
Oithona plumifera,Italy,Oithona plumifera; Not in GISD,No_EASIN_data,GISD_listed_globally
Oithona plumifera,Spain,Oithona plumifera; Not in GISD,Not_listed,GISD_listed_globally
Oithona similis,Norway,Oithona similis; Not in GISD,No_EASIN_data,GISD_listed_globally
Oithona similis,Portugal,Oithona similis; Not in GISD,No_EASIN_data,GISD_listed_globally
Oithona similis,Spain,Oithona similis; Not in GISD,Not_listed,GISD_listed_globally
Olpidiopsis feldmanni,Italy,Olpidiopsis feldmanni; Not in GISD,No_EASIN_data,GISD_listed_globally
Oltmannsiellopsis viridis,Italy,Oltmannsiellopsis viridis; Not in GISD,No_EASIN_data,GISD_listed_globally
Oncaea mediterranea,Greece,Oncaea mediterranea; Not in GISD,No_EASIN_data,GISD_listed_globally
Oncaea scottodicarloi,France,Oncaea scottodicarloi; Not in GISD,Not_listed,GISD_listed_globally
Oncaea scottodicarloi,Italy,Oncaea scottodicarloi; Not in GISD,No_EASIN_data,GISD_listed_globally
Oncaea scottodicarloi,Spain,Oncaea scottodicarloi; Not in GISD,Not_listed,GISD_listed_globally
Oncaea waldemari,Norway,Oncaea waldemari; Not in GISD,No_EASIN_data,GISD_listed_globally
Oncaea waldemari,Spain,Oncaea waldemari; Not in GISD,Not_listed,GISD_listed_globally
Onchidoris muricata,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Onoba semicostata,Norway,Onoba semicostata; Not in GISD,No_EASIN_data,GISD_listed_globally
Ophiactis balli,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Ophiactis simplex,Greece,Invasive,No_EASIN_data,GISD_listed_globally
Ophidonais serpentina,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Ophiocomina nigra,Norway,Ophiocomina nigra; Not in GISD,No_EASIN_data,GISD_listed_globally
Ophiocomina nigra,Portugal,Ophiocomina nigra; Not in GISD,No_EASIN_data,GISD_listed_globally
Ophiocten affinis,Norway,Ophiocten affinis; Not in GISD,No_EASIN_data,GISD_listed_globally
Ophiura albida,Norway,Ophiura albida; Not in GISD,No_EASIN_data,GISD_listed_globally
Orthopyxis everta,France,Orthopyxis everta; Not in GISD,Not_listed,GISD_listed_globally
Orthopyxis everta,Spain,Orthopyxis everta; Not in GISD,Not_listed,GISD_listed_globally
Oscarella balibaloi,United Kingdom,Oscarella balibaloi; Not in GISD,No_EASIN_data,GISD_listed_globally
Ostreococcus tauri,Ukraine,Invasive,Country_not_mapped,GISD_listed_globally
Owenia fusiformis,Netherlands,Owenia fusiformis; Not in GISD,No_EASIN_data,GISD_listed_globally
Owenia fusiformis,Portugal,Owenia fusiformis; Not in GISD,No_EASIN_data,GISD_listed_globally
Pachychalina tenera,Greece,Invasive,No_EASIN_data,GISD_listed_globally
Palaemon elegans,Ukraine,Invasive,Country_not_mapped,GISD_listed_globally
Palisada tenerrima,Greece,Palisada tenerrima; Not in GISD,No_EASIN_data,GISD_listed_globally
Panagrolaimus paetzoldi,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Panagrolaimus paetzoldi,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Pandeopsis ikarii,Italy,Pandeopsis ikarii; Not in GISD,No_EASIN_data,GISD_listed_globally
Pantocsekiella ocellata,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Paracalanus indicus,Portugal,Paracalanus indicus; Not in GISD,No_EASIN_data,GISD_listed_globally
Paracalanus indicus,Spain,Paracalanus indicus; Not in GISD,Not_listed,GISD_listed_globally
Paracalanus nanus,Greece,Paracalanus nanus; Not in GISD,No_EASIN_data,GISD_listed_globally
Paracalanus nanus,Italy,Paracalanus nanus; Not in GISD,No_EASIN_data,GISD_listed_globally
Paracalanus nanus,Spain,Paracalanus nanus; Not in GISD,Not_listed,GISD_listed_globally
Paracalanus parvus,Denmark,Paracalanus parvus; Not in GISD,No_EASIN_data,GISD_listed_globally
Paracalanus parvus,Greece,Paracalanus parvus; Not in GISD,No_EASIN_data,GISD_listed_globally
Paracalanus parvus,Netherlands,Paracalanus parvus; Not in GISD,No_EASIN_data,GISD_listed_globally
Paracalanus parvus,Norway,Paracalanus parvus; Not in GISD,No_EASIN_data,GISD_listed_globally
Paracalanus parvus,Portugal,Paracalanus parvus; Not in GISD,No_EASIN_data,GISD_listed_globally
Paracalanus parvus,Spain,Paracalanus parvus; Not in GISD,Not_listed,GISD_listed_globally
Paracalanus parvus,United Kingdom,Paracalanus parvus; Not in GISD,No_EASIN_data,GISD_listed_globally
Paracalanus quasimodo,France,Paracalanus quasimodo; Not in GISD,Not_listed,GISD_listed_globally
Paracalanus quasimodo,Greece,Paracalanus quasimodo; Not in GISD,No_EASIN_data,GISD_listed_globally
Paracalanus quasimodo,Italy,Paracalanus quasimodo; Not in GISD,No_EASIN_data,GISD_listed_globally
Paracalanus quasimodo,Portugal,Paracalanus quasimodo; Not in GISD,No_EASIN_data,GISD_listed_globally
Paracalanus quasimodo,Spain,Paracalanus quasimodo; Not in GISD,Not_listed,GISD_listed_globally
Paracartia grani,Greece,Paracartia grani; Not in GISD,No_EASIN_data,GISD_listed_globally
Paracartia grani,Portugal,Paracartia grani; Not in GISD,No_EASIN_data,GISD_listed_globally
Paracartia grani,Spain,Paracartia grani; Not in GISD,Not_listed,GISD_listed_globally
Paracentrotus lividus,France,Paracentrotus lividus; Not in GISD,Not_listed,GISD_listed_globally
Paracentrotus lividus,Greece,Paracentrotus lividus; Not in GISD,No_EASIN_data,GISD_listed_globally
Paracentrotus lividus,Italy,Paracentrotus lividus; Not in GISD,No_EASIN_data,GISD_listed_globally
Parachironomus gracilior,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Paracyclops fimbriatus,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Paralemanea annulata,Netherlands,Paralemanea annulata; Not in GISD,No_EASIN_data,GISD_listed_globally
Paralemanea annulata,Norway,Paralemanea annulata; Not in GISD,No_EASIN_data,GISD_listed_globally
Paralemanea annulata,United Kingdom,Paralemanea annulata; Not in GISD,No_EASIN_data,GISD_listed_globally
Paramoeba aestuarina,Ukraine,Invasive,Country_not_mapped,GISD_listed_globally
Paramoeba pemaquidensis,Norway,Paramoeba pemaquidensis; Not in GISD,No_EASIN_data,GISD_listed_globally
Paramoeba pemaquidensis,Portugal,Paramoeba pemaquidensis; Not in GISD,No_EASIN_data,GISD_listed_globally
Paramoeba pemaquidensis,United Kingdom,Paramoeba pemaquidensis; Not in GISD,No_EASIN_data,GISD_listed_globally
Paranais botniensis,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Paranais litoralis,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Parasagitta setosa,Norway,Parasagitta setosa; Not in GISD,No_EASIN_data,GISD_listed_globally
Paratrichocladius rufiventris,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Parvamoeba rugata,Denmark,Parvamoeba rugata; Not in GISD,No_EASIN_data,GISD_listed_globally
Parvamoeba rugata,Norway,Parvamoeba rugata; Not in GISD,No_EASIN_data,GISD_listed_globally
Parvamoeba rugata,Portugal,Parvamoeba rugata; Not in GISD,No_EASIN_data,GISD_listed_globally
Parvamoeba rugata,Ukraine,Parvamoeba rugata; Not in GISD,Country_not_mapped,GISD_listed_globally
Patella pellucida,Norway,Patella pellucida; Not in GISD,No_EASIN_data,GISD_listed_globally
Patella pellucida,United Kingdom,Patella pellucida; Not in GISD,No_EASIN_data,GISD_listed_globally
Patella rustica,Greece,Patella rustica; Not in GISD,No_EASIN_data,GISD_listed_globally
Patella vulgata,Norway,Patella vulgata; Not in GISD,No_EASIN_data,GISD_listed_globally
Pelagia noctiluca,Spain,Pelagia noctiluca; Not in GISD,Not_listed,GISD_listed_globally
Pelagomonas calceolata,France,Pelagomonas calceolata; Not in GISD,Not_listed,GISD_listed_globally
Pelagomonas calceolata,Greece,Pelagomonas calceolata; Not in GISD,No_EASIN_data,GISD_listed_globally
Pelagomonas calceolata,Italy,Pelagomonas calceolata; Not in GISD,No_EASIN_data,GISD_listed_globally
Pelagomonas calceolata,Portugal,Pelagomonas calceolata; Not in GISD,No_EASIN_data,GISD_listed_globally
Pelagomonas calceolata,Spain,Pelagomonas calceolata; Not in GISD,Not_listed,GISD_listed_globally
Pelagomonas calceolata,United Kingdom,Pelagomonas calceolata; Not in GISD,No_EASIN_data,GISD_listed_globally
Penilia avirostris,Greece,Penilia avirostris; Not in GISD,No_EASIN_data,GISD_listed_globally
Penilia avirostris,Netherlands,Penilia avirostris; Not in GISD,No_EASIN_data,GISD_listed_globally
Penilia avirostris,Norway,Penilia avirostris; Not in GISD,No_EASIN_data,GISD_listed_globally
Penilia avirostris,Ukraine,Penilia avirostris; Not in GISD,Country_not_mapped,GISD_listed_globally
Perforatus perforatus,Greece,Perforatus perforatus; Not in GISD,No_EASIN_data,GISD_listed_globally
Perforatus perforatus,Italy,Perforatus perforatus; Not in GISD,No_EASIN_data,GISD_listed_globally
Perforatus perforatus,Portugal,Perforatus perforatus; Not in GISD,No_EASIN_data,GISD_listed_globally
Perforatus perforatus,Spain,Perforatus perforatus; Not in GISD,Not_listed,GISD_listed_globally
Peridroma saucia,Greece,Invasive,No_EASIN_data,GISD_listed_globally
Peringia ulvae,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Peringia ulvae,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Petalonia fascia,Ukraine,Invasive,Country_not_mapped,GISD_listed_globally
Peyssonnelia rubra,Spain,Peyssonnelia rubra; Not in GISD,Not_listed,GISD_listed_globally
Phaeocystis globosa,France,Phaeocystis globosa; Not in GISD,Not_listed,GISD_listed_globally
Phaeocystis globosa,Netherlands,Phaeocystis globosa; Not in GISD,No_EASIN_data,GISD_listed_globally
Phaeocystis globosa,Norway,Phaeocystis globosa; Not in GISD,No_EASIN_data,GISD_listed_globally
Phaeocystis globosa,Portugal,Phaeocystis globosa; Not in GISD,No_EASIN_data,GISD_listed_globally
Phaeocystis globosa,Spain,Phaeocystis globosa; Not in GISD,Not_listed,GISD_listed_globally
Phaeocystis globosa,United Kingdom,Phaeocystis globosa; Not in GISD,No_EASIN_data,GISD_listed_globally
Philine aperta,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Philine denticulata,Norway,Philine denticulata; Not in GISD,No_EASIN_data,GISD_listed_globally
Philine quadripartita,Greece,Invasive,No_EASIN_data,GISD_listed_globally
Pholoe baltica,Norway,Pholoe baltica; Not in GISD,No_EASIN_data,GISD_listed_globally
Pholoe baltica,United Kingdom,Pholoe baltica; Not in GISD,No_EASIN_data,GISD_listed_globally
Pholoe inornata,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Pholoe inornata,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Phorbas bihamiger,Greece,Phorbas bihamiger; Not in GISD,No_EASIN_data,GISD_listed_globally
Phoronis hippocrepia,Greece,Phoronis hippocrepia; Not in GISD,No_EASIN_data,GISD_listed_globally
Phoronis hippocrepia,Italy,Phoronis hippocrepia; Not in GISD,No_EASIN_data,GISD_listed_globally
Phoronis hippocrepia,Spain,Phoronis hippocrepia; Not in GISD,Not_listed,GISD_listed_globally
Phoronis pallida,Netherlands,Phoronis pallida; Not in GISD,No_EASIN_data,GISD_listed_globally
Phoronis pallida,Norway,Phoronis pallida; Not in GISD,No_EASIN_data,GISD_listed_globally
Phyllodoce madeirensis,Spain,Phyllodoce madeirensis; Not in GISD,Not_listed,GISD_listed_globally
Phyllodoce rosea,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Phylo foetida,Italy,Phylo foetida; Not in GISD,No_EASIN_data,GISD_listed_globally
Phymatolithon lenormandii,United Kingdom,Phymatolithon lenormandii; Not in GISD,No_EASIN_data,GISD_listed_globally
Physella acuta,Portugal,Physella acuta; Not in GISD,No_EASIN_data,GISD_listed_globally
Phytophthora lacustris,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Phytophthora syringae,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Pinnularia australogibba,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Pista colini,Italy,Pista colini; Not in GISD,No_EASIN_data,GISD_listed_globally
Platynereis dumerilii,Ukraine,Platynereis dumerilii; Not in GISD,Country_not_mapped,GISD_listed_globally
Pleopis polyphemoides,Greece,Pleopis polyphemoides; Not in GISD,No_EASIN_data,GISD_listed_globally
Pleopis polyphemoides,Netherlands,Pleopis polyphemoides; Not in GISD,No_EASIN_data,GISD_listed_globally
Pleopis polyphemoides,Portugal,Pleopis polyphemoides; Not in GISD,No_EASIN_data,GISD_listed_globally
Pleopis polyphemoides,Ukraine,Pleopis polyphemoides; Not in GISD,Country_not_mapped,GISD_listed_globally
Pleurobrachia pileus,Norway,Pleurobrachia pileus; Not in GISD,No_EASIN_data,GISD_listed_globally
Plumatella fungosa,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Podocorynoides minima,Spain,Podocorynoides minima; Not in GISD,Not_listed,GISD_listed_globally
Podon intermedius,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Podon intermedius,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Podonevadne trigona,Ukraine,Invasive,Country_not_mapped,GISD_listed_globally
Podosira stelligera,Netherlands,Podosira stelligera; Not in GISD,No_EASIN_data,GISD_listed_globally
Pollicipes pollicipes,Portugal,Pollicipes pollicipes; Not in GISD,No_EASIN_data,GISD_listed_globally
Polyarthra dolichoptera,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Polyarthra dolichoptera,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Polyarthra vulgaris,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Polycera quadrilineata,Netherlands,Polycera quadrilineata; Not in GISD,No_EASIN_data,GISD_listed_globally
Polycera quadrilineata,Norway,Polycera quadrilineata; Not in GISD,No_EASIN_data,GISD_listed_globally
Polycerella emertoni,Greece,Invasive,No_EASIN_data,GISD_listed_globally
Polydora cornuta,Denmark,Polydora cornuta; Not in GISD,No_EASIN_data,GISD_listed_globally
Polydora cornuta,Netherlands,Polydora cornuta; Not in GISD,No_EASIN_data,GISD_listed_globally
Polydora cornuta,Ukraine,Polydora cornuta; Not in GISD,Country_not_mapped,GISD_listed_globally
Polydora neocaeca,Greece,Invasive,No_EASIN_data,GISD_listed_globally
Polydora onagawaensis,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Polydora onagawaensis,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Polydora onagawaensis,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Polydora websteri,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Polygordius appendiculatus,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Polyphemus pediculus,Norway,Polyphemus pediculus; Not in GISD,No_EASIN_data,GISD_listed_globally
Polysiphonia anomala,Greece,Polysiphonia anomala; Not in GISD,No_EASIN_data,GISD_listed_globally
Polysiphonia atlantica,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Polysiphonia sertularioides,Greece,Polysiphonia sertularioides; Not in GISD,No_EASIN_data,GISD_listed_globally
Polysiphonia sertularioides,Italy,Polysiphonia sertularioides; Not in GISD,No_EASIN_data,GISD_listed_globally
Poteriospumella lacustris,Portugal,Poteriospumella lacustris; Not in GISD,No_EASIN_data,GISD_listed_globally
Prionospio fallax,Greece,Prionospio fallax; Not in GISD,No_EASIN_data,GISD_listed_globally
Prionospio fallax,Norway,Prionospio fallax; Not in GISD,No_EASIN_data,GISD_listed_globally
Prionospio fallax,Portugal,Prionospio fallax; Not in GISD,No_EASIN_data,GISD_listed_globally
Prionospio fallax,Spain,Prionospio fallax; Not in GISD,Not_listed,GISD_listed_globally
Pristina osborni,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Protosuberites mereui,Ukraine,Invasive,Country_not_mapped,GISD_listed_globally
Psamathe fusca,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Psamathe fusca,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Psammechinus miliaris,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Psammechinus miliaris,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Pseudanabaena galeata,Ukraine,Invasive,Country_not_mapped,GISD_listed_globally
Pseudevadne tergestina,Greece,Pseudevadne tergestina; Not in GISD,No_EASIN_data,GISD_listed_globally
Pseudevadne tergestina,Italy,Pseudevadne tergestina; Not in GISD,No_EASIN_data,GISD_listed_globally
Pseudevadne tergestina,Ukraine,Pseudevadne tergestina; Not in GISD,Country_not_mapped,GISD_listed_globally
Pseudo-nitzschia abrensis,Portugal,Pseudo-nitzschia abrensis; Not in GISD,No_EASIN_data,GISD_listed_globally
Pseudo-nitzschia americana,Netherlands,Pseudo-nitzschia americana; Not in GISD,No_EASIN_data,GISD_listed_globally
Pseudo-nitzschia americana,Portugal,Pseudo-nitzschia americana; Not in GISD,No_EASIN_data,GISD_listed_globally
Pseudo-nitzschia americana,Spain,Pseudo-nitzschia americana; Not in GISD,Not_listed,GISD_listed_globally
Pseudo-nitzschia brasiliana,Greece,Invasive,No_EASIN_data,GISD_listed_globally
Pseudo-nitzschia cuspidata,Greece,Pseudo-nitzschia cuspidata; Not in GISD,No_EASIN_data,GISD_listed_globally
Pseudo-nitzschia cuspidata,Portugal,Pseudo-nitzschia cuspidata; Not in GISD,No_EASIN_data,GISD_listed_globally
Pseudo-nitzschia delicatissima,Greece,Pseudo-nitzschia delicatissima; Not in GISD,No_EASIN_data,GISD_listed_globally
Pseudo-nitzschia delicatissima,Netherlands,Pseudo-nitzschia delicatissima; Not in GISD,No_EASIN_data,GISD_listed_globally
Pseudo-nitzschia delicatissima,Norway,Pseudo-nitzschia delicatissima; Not in GISD,No_EASIN_data,GISD_listed_globally
Pseudo-nitzschia multistriata,Greece,Pseudo-nitzschia multistriata; Not in GISD,No_EASIN_data,GISD_listed_globally
Pseudo-nitzschia multistriata,Netherlands,Pseudo-nitzschia multistriata; Not in GISD,No_EASIN_data,GISD_listed_globally
Pseudo-nitzschia multistriata,Portugal,Pseudo-nitzschia multistriata; Not in GISD,No_EASIN_data,GISD_listed_globally
Pseudo-nitzschia plurisecta,Norway,Pseudo-nitzschia plurisecta; Not in GISD,No_EASIN_data,GISD_listed_globally
Pseudo-nitzschia plurisecta,Portugal,Pseudo-nitzschia plurisecta; Not in GISD,No_EASIN_data,GISD_listed_globally
Pseudo-nitzschia plurisecta,Spain,Pseudo-nitzschia plurisecta; Not in GISD,Not_listed,GISD_listed_globally
Pseudo-nitzschia plurisecta,United Kingdom,Pseudo-nitzschia plurisecta; Not in GISD,No_EASIN_data,GISD_listed_globally
Pseudo-nitzschia pseudodelicatissima,Greece,Pseudo-nitzschia pseudodelicatissima; Not in GISD,No_EASIN_data,GISD_listed_globally
Pseudo-nitzschia pseudodelicatissima,Spain,Pseudo-nitzschia pseudodelicatissima; Not in GISD,Not_listed,GISD_listed_globally
Pseudo-nitzschia pungens,Netherlands,Pseudo-nitzschia pungens; Not in GISD,No_EASIN_data,GISD_listed_globally
Pseudo-nitzschia pungens,United Kingdom,Pseudo-nitzschia pungens; Not in GISD,No_EASIN_data,GISD_listed_globally
Pseudocalanus acuspes,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Pseudocalanus elongatus,Norway,Pseudocalanus elongatus; Not in GISD,No_EASIN_data,GISD_listed_globally
Pseudocalanus mimus,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Pseudochattonella farcimen,Denmark,Pseudochattonella farcimen; Not in GISD,No_EASIN_data,GISD_listed_globally
Pseudochattonella farcimen,Greece,Pseudochattonella farcimen; Not in GISD,No_EASIN_data,GISD_listed_globally
Pseudochattonella farcimen,Norway,Pseudochattonella farcimen; Not in GISD,No_EASIN_data,GISD_listed_globally
Pseudochattonella farcimen,Portugal,Pseudochattonella farcimen; Not in GISD,No_EASIN_data,GISD_listed_globally
Pseudochattonella farcimen,Spain,Pseudochattonella farcimen; Not in GISD,Not_listed,GISD_listed_globally
Pseudochattonella verruculosa,Greece,Pseudochattonella verruculosa; Not in GISD,No_EASIN_data,GISD_listed_globally
Pseudochattonella verruculosa,Ukraine,Pseudochattonella verruculosa; Not in GISD,Country_not_mapped,GISD_listed_globally
Pseudochattonella verruculosa,United Kingdom,Pseudochattonella verruculosa; Not in GISD,No_EASIN_data,GISD_listed_globally
Pseudonereis anomala,Greece,Pseudonereis anomala; Not in GISD,No_EASIN_data,GISD_listed_globally
Pseudopolydora floridensis,Greece,Pseudopolydora floridensis; Not in GISD,No_EASIN_data,GISD_listed_globally
Pseudopolydora paucibranchiata,Greece,Pseudopolydora paucibranchiata; Not in GISD,No_EASIN_data,GISD_listed_globally
Pseudopolydora paucibranchiata,Italy,Pseudopolydora paucibranchiata; Not in GISD,No_EASIN_data,GISD_listed_globally
Pseudopolydora paucibranchiata,Netherlands,Pseudopolydora paucibranchiata; Not in GISD,No_EASIN_data,GISD_listed_globally
Pseudopolydora paucibranchiata,Portugal,Pseudopolydora paucibranchiata; Not in GISD,No_EASIN_data,GISD_listed_globally
Pseudostephanoeca paucicostata,Netherlands,Pseudostephanoeca paucicostata; Not in GISD,No_EASIN_data,GISD_listed_globally
Pseudostephanoeca paucicostata,Portugal,Pseudostephanoeca paucicostata; Not in GISD,No_EASIN_data,GISD_listed_globally
Pseudostephanoeca paucicostata,Spain,Pseudostephanoeca paucicostata; Not in GISD,Not_listed,GISD_listed_globally
Pterocladiella melanoidea,Greece,Pterocladiella melanoidea; Not in GISD,No_EASIN_data,GISD_listed_globally
Pylaiella washingtoniensis,Norway,Pylaiella washingtoniensis; Not in GISD,No_EASIN_data,GISD_listed_globally
Pyropia haitanensis,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Pyropia haitanensis,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Pythium oryzicollum,Ukraine,Invasive,Country_not_mapped,GISD_listed_globally
Pythium subutonaiense,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Rangia cuneata,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Retusa umbilicata,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Rheotanytarsus pentapoda,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Rhizostoma octopus,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Rhodotorula mucilaginosa,Denmark,Rhodotorula mucilaginosa; Not in GISD,No_EASIN_data,GISD_listed_globally
Rhynchobrunnera orthospora,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Rocellaria dubia,Greece,Rocellaria dubia; Not in GISD,No_EASIN_data,GISD_listed_globally
Rocellaria dubia,Spain,Rocellaria dubia; Not in GISD,Not_listed,GISD_listed_globally
Roxaniella jeffreysi,Greece,Invasive,No_EASIN_data,GISD_listed_globally
Sabellaria alveolata,Portugal,Sabellaria alveolata; Not in GISD,No_EASIN_data,GISD_listed_globally
Sabellaria spinulosa,Netherlands,Sabellaria spinulosa; Not in GISD,No_EASIN_data,GISD_listed_globally
Sabellaria spinulosa,Spain,Sabellaria spinulosa; Not in GISD,Not_listed,GISD_listed_globally
Sacculina carcini,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Sacculina carcini,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Sacculina carcini,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Sagartiogeton laceratus,Norway,Sagartiogeton laceratus; Not in GISD,No_EASIN_data,GISD_listed_globally
Salmo salar,Norway,Salmo salar; Invasive,No_EASIN_data,GISD_listed_globally
Scalibregma inflatum,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Schizoporella japonica,Norway,Schizoporella japonica; Not in GISD,No_EASIN_data,GISD_listed_globally
Scolelepis cirratulus,Ukraine,Invasive,Country_not_mapped,GISD_listed_globally
Scolelepis mesnili,Greece,Scolelepis mesnili; Not in GISD,No_EASIN_data,GISD_listed_globally
Scolelepis mesnili,Ukraine,Scolelepis mesnili; Not in GISD,Country_not_mapped,GISD_listed_globally
Scolelepis squamata,Portugal,Scolelepis squamata; Not in GISD,No_EASIN_data,GISD_listed_globally
Seinura italiensis,Italy,Seinura italiensis; Not in GISD,No_EASIN_data,GISD_listed_globally
Sellaphora pupula,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Semibalanus balanoides,Norway,Semibalanus balanoides; Not in GISD,No_EASIN_data,GISD_listed_globally
Semibalanus balanoides,United Kingdom,Semibalanus balanoides; Not in GISD,No_EASIN_data,GISD_listed_globally
Serratia plymuthica,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Setia turriculata,Ukraine,Invasive,Country_not_mapped,GISD_listed_globally
Sheathia boryana,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Sicyonia carinata,Greece,Invasive,No_EASIN_data,GISD_listed_globally
Skeletonema dohrnii,Netherlands,Skeletonema dohrnii; Not in GISD,No_EASIN_data,GISD_listed_globally
Skeletonema dohrnii,United Kingdom,Skeletonema dohrnii; Not in GISD,No_EASIN_data,GISD_listed_globally
Skeletonema japonicum,Netherlands,Skeletonema japonicum; Not in GISD,No_EASIN_data,GISD_listed_globally
Skeletonema menzelii,Germany,Skeletonema menzelii; Not in GISD,No_EASIN_data,GISD_listed_globally
Skeletonema menzelii,Greece,Skeletonema menzelii; Not in GISD,No_EASIN_data,GISD_listed_globally
Skeletonema menzelii,Italy,Skeletonema menzelii; Not in GISD,No_EASIN_data,GISD_listed_globally
Skeletonema menzelii,Netherlands,Skeletonema menzelii; Not in GISD,No_EASIN_data,GISD_listed_globally
Skeletonema menzelii,Portugal,Skeletonema menzelii; Not in GISD,No_EASIN_data,GISD_listed_globally
Skeletonema menzelii,Spain,Skeletonema menzelii; Not in GISD,Not_listed,GISD_listed_globally
Skeletonema menzelii,Ukraine,Skeletonema menzelii; Not in GISD,Country_not_mapped,GISD_listed_globally
Skeletonema potamos,Finland,Skeletonema potamos; Not in GISD,No_EASIN_data,GISD_listed_globally
Skeletonema potamos,NA,Skeletonema potamos; Not in GISD,Country_not_mapped,GISD_listed_globally
Skeletonema potamos,Netherlands,Skeletonema potamos; Not in GISD,No_EASIN_data,GISD_listed_globally
Skeletonema potamos,Ukraine,Skeletonema potamos; Not in GISD,Country_not_mapped,GISD_listed_globally
Skeletonema pseudocostatum,Denmark,Skeletonema pseudocostatum; Not in GISD,No_EASIN_data,GISD_listed_globally
Skeletonema pseudocostatum,Greece,Skeletonema pseudocostatum; Not in GISD,No_EASIN_data,GISD_listed_globally
