Species,Location,EASIN_status,GISD_status,invasive_flag
Ophiocomina nigra,Norway,No_EASIN_data,Ophiocomina nigra; Not in GISD,GISD_listed_globally
Ophiocten affinis,Norway,No_EASIN_data,Ophiocten affinis; Not in GISD,GISD_listed_globally
Ophiura albida,Norway,No_EASIN_data,Ophiura albida; Not in GISD,GISD_listed_globally
Panagrolaimus paetzoldi,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Pantocsekiella ocellata,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Paracalanus parvus,Norway,No_EASIN_data,Paracalanus parvus; Not in GISD,GISD_listed_globally
Paralemanea annulata,Norway,No_EASIN_data,Paralemanea annulata; Not in GISD,GISD_listed_globally
Paramoeba pemaquidensis,Norway,No_EASIN_data,Paramoeba pemaquidensis; Not in GISD,GISD_listed_globally
Paranais litoralis,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Parasagitta setosa,Norway,No_EASIN_data,Parasagitta setosa; Not in GISD,GISD_listed_globally
Paratrichocladius rufiventris,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Parvamoeba rugata,Norway,No_EASIN_data,Parvamoeba rugata; Not in GISD,GISD_listed_globally
Patella pellucida,Norway,No_EASIN_data,Patella pellucida; Not in GISD,GISD_listed_globally
Patella vulgata,Norway,No_EASIN_data,Patella vulgata; Not in GISD,GISD_listed_globally
Penilia avirostris,Norway,No_EASIN_data,Penilia avirostris; Not in GISD,GISD_listed_globally
Peringia ulvae,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Phaeocystis globosa,Norway,No_EASIN_data,Phaeocystis globosa; Not in GISD,GISD_listed_globally
Philine denticulata,Norway,No_EASIN_data,Philine denticulata; Not in GISD,GISD_listed_globally
Pholoe baltica,Norway,No_EASIN_data,Pholoe baltica; Not in GISD,GISD_listed_globally
Pholoe inornata,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Phoronis pallida,Norway,No_EASIN_data,Phoronis pallida; Not in GISD,GISD_listed_globally
Phytophthora syringae,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Pleurobrachia pileus,Norway,No_EASIN_data,Pleurobrachia pileus; Not in GISD,GISD_listed_globally
Podon intermedius,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Polyarthra dolichoptera,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Polycera quadrilineata,Norway,No_EASIN_data,Polycera quadrilineata; Not in GISD,GISD_listed_globally
Polydora onagawaensis,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Polyphemus pediculus,Norway,No_EASIN_data,Polyphemus pediculus; Not in GISD,GISD_listed_globally
Prionospio fallax,Norway,No_EASIN_data,Prionospio fallax; Not in GISD,GISD_listed_globally
Psamathe fusca,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Psammechinus miliaris,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Pseudo-nitzschia delicatissima,Norway,No_EASIN_data,Pseudo-nitzschia delicatissima; Not in GISD,GISD_listed_globally
Pseudo-nitzschia plurisecta,Norway,No_EASIN_data,Pseudo-nitzschia plurisecta; Not in GISD,GISD_listed_globally
Pseudocalanus acuspes,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Pseudocalanus elongatus,Norway,No_EASIN_data,Pseudocalanus elongatus; Not in GISD,GISD_listed_globally
Pseudocalanus mimus,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Pseudochattonella farcimen,Norway,No_EASIN_data,Pseudochattonella farcimen; Not in GISD,GISD_listed_globally
Pylaiella washingtoniensis,Norway,No_EASIN_data,Pylaiella washingtoniensis; Not in GISD,GISD_listed_globally
Pyropia haitanensis,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Pythium subutonaiense,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Retusa umbilicata,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Rheotanytarsus pentapoda,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Rhynchobrunnera orthospora,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Sacculina carcini,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Sagartiogeton laceratus,Norway,No_EASIN_data,Sagartiogeton laceratus; Not in GISD,GISD_listed_globally
Salmo salar,Norway,No_EASIN_data,Salmo salar; Invasive,GISD_listed_globally
Scalibregma inflatum,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Schizoporella japonica,Norway,No_EASIN_data,Schizoporella japonica; Not in GISD,GISD_listed_globally
Semibalanus balanoides,Norway,No_EASIN_data,Semibalanus balanoides; Not in GISD,GISD_listed_globally
Serratia plymuthica,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Sheathia boryana,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Solaster endeca,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Spio decorata,Norway,No_EASIN_data,Spio decorata; Not in GISD,GISD_listed_globally
Synchaeta baltica,Norway,No_EASIN_data,Synchaeta baltica; Not in GISD,GISD_listed_globally
Synchaeta triophthalma,Norway,No_EASIN_data,Synchaeta triophthalma; Not in GISD,GISD_listed_globally
Tachidius discipes,Norway,No_EASIN_data,Tachidius discipes; Not in GISD,GISD_listed_globally
Teleaulax amphioxeia,Norway,No_EASIN_data,Teleaulax amphioxeia; Not in GISD,GISD_listed_globally
Tellimya ferruginosa,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Tergipes tergipes,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Thalassiosira punctigera,Norway,No_EASIN_data,Thalassiosira punctigera; Not in GISD,GISD_listed_globally
Thalestris longimana,Norway,No_EASIN_data,Thalestris longimana; Not in GISD,GISD_listed_globally
Tricellaria inopinata,Norway,No_EASIN_data,Tricellaria inopinata; Not in GISD,GISD_listed_globally
Trieres chinensis,Norway,No_EASIN_data,Trieres chinensis; Not in GISD,GISD_listed_globally
Tubulanus annulatus,Norway,No_EASIN_data,Tubulanus annulatus; Not in GISD,GISD_listed_globally
Tvetenia calvescens,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Ulnaria danica,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Verruca stroemia,Norway,No_EASIN_data,Verruca stroemia; Not in GISD,GISD_listed_globally
Vexillifera kereti,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Xylophaga dorsalis,Norway,No_EASIN_data,Xylophaga dorsalis; Not in GISD,GISD_listed_globally
uncultured Oomycota,Norway,No_EASIN_data,Invasive,GISD_listed_globally
uncultured diatom,Norway,No_EASIN_data,uncultured diatom; Not in GISD,GISD_listed_globally
Acartia bifilosa,Poland,No_EASIN_data,Acartia bifilosa; Not in GISD,GISD_listed_globally
Acartia longiremis,Poland,No_EASIN_data,Acartia longiremis; Not in GISD,GISD_listed_globally
Aurelia aurita,Poland,No_EASIN_data,Aurelia aurita; Not in GISD,GISD_listed_globally
Bathycoccus prasinos,Poland,No_EASIN_data,Bathycoccus prasinos; Not in GISD,GISD_listed_globally
Gonothyraea loveni,Poland,No_EASIN_data,Gonothyraea loveni; Not in GISD,GISD_listed_globally
Micromonas pusilla,Poland,No_EASIN_data,Micromonas pusilla; Not in GISD,GISD_listed_globally
Nannochloropsis limnetica,Poland,No_EASIN_data,Nannochloropsis limnetica; Not in GISD,GISD_listed_globally
Synchaeta baltica,Poland,No_EASIN_data,Synchaeta baltica; Not in GISD,GISD_listed_globally
Acartia clausii,Portugal,No_EASIN_data,Acartia clausii; Not in GISD,GISD_listed_globally
Acartia margalefi,Portugal,No_EASIN_data,Acartia margalefi; Not in GISD,GISD_listed_globally
Acasta spongites,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Aceria tosichella,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Acrispumella msimbaziensis,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Acrochaetium secundatum,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Akera bullata,Portugal,No_EASIN_data,Akera bullata; Not in GISD,GISD_listed_globally
Amphinema dinema,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Anisolpidium ectocarpii,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Antedon bifida,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Aonides paucibranchiata,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Ascidia ahodori,Portugal,No_EASIN_data,Ascidia ahodori; Not in GISD,GISD_listed_globally
Asterias rubens,Portugal,No_EASIN_data,Asterias rubens; Not in GISD,GISD_listed_globally
Asterionellopsis lenisilicea,Portugal,No_EASIN_data,Asterionellopsis lenisilicea; Not in GISD,GISD_listed_globally
Aureococcus anophagefferens,Portugal,No_EASIN_data,Aureococcus anophagefferens; Not in GISD,GISD_listed_globally
Austrominius modestus,Portugal,No_EASIN_data,Austrominius modestus; Not in GISD,GISD_listed_globally
Balanus trigonus,Portugal,No_EASIN_data,Balanus trigonus; Not in GISD,GISD_listed_globally
Bathycoccus prasinos,Portugal,No_EASIN_data,Bathycoccus prasinos; Not in GISD,GISD_listed_globally
Bittium reticulatum,Portugal,No_EASIN_data,Bittium reticulatum; Not in GISD,GISD_listed_globally
Bougainvillia muscus,Portugal,No_EASIN_data,Bougainvillia muscus; Not in GISD,GISD_listed_globally
Bugula neritina,Portugal,No_EASIN_data,Bugula neritina; Invasive,GISD_listed_globally
Capellinia doriae,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Cephalothrix rufifrons,Portugal,No_EASIN_data,Cephalothrix rufifrons; Not in GISD,GISD_listed_globally
Chaetoceros socialis,Portugal,No_EASIN_data,Chaetoceros socialis; Not in GISD,GISD_listed_globally
Chaetogaster diaphanus,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Chloroparvula pacifica,Portugal,No_EASIN_data,Chloroparvula pacifica; Not in GISD,GISD_listed_globally
Chondracanthus acicularis,Portugal,No_EASIN_data,Chondracanthus acicularis; Not in GISD,GISD_listed_globally
Chthamalus montagui,Portugal,No_EASIN_data,Chthamalus montagui; Not in GISD,GISD_listed_globally
Clausocalanus furcatus,Portugal,No_EASIN_data,Clausocalanus furcatus; Not in GISD,GISD_listed_globally
Clausocalanus pergens,Portugal,No_EASIN_data,Clausocalanus pergens; Not in GISD,GISD_listed_globally
Clava multicornis,Portugal,No_EASIN_data,Clava multicornis; Not in GISD,GISD_listed_globally
Clytia hemisphaerica,Portugal,No_EASIN_data,Clytia hemisphaerica; Not in GISD,GISD_listed_globally
Corynoneura carriana,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Coscinodiscus granii,Portugal,No_EASIN_data,Coscinodiscus granii; Not in GISD,GISD_listed_globally
Cryptosula pallasiana,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Ctenocalanus vanus,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Cylindrotheca closterium,Portugal,No_EASIN_data,Cylindrotheca closterium; Not in GISD,GISD_listed_globally
Dero digitata,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Dinophilus gyrociliatus,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Ditrichocorycaeus anglicus,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Ditylum brightwellii,Portugal,No_EASIN_data,Ditylum brightwellii; Not in GISD,GISD_listed_globally
Echinocardium cordatum,Portugal,No_EASIN_data,Echinocardium cordatum; Not in GISD,GISD_listed_globally
Echinocardium pennatifidum,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Ectopleura dumortierii,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Eucampia zodiacus,Portugal,No_EASIN_data,Eucampia zodiacus; Not in GISD,GISD_listed_globally
Eulalia ornata,Portugal,No_EASIN_data,Eulalia ornata; Not in GISD,GISD_listed_globally
Eumida fauchaldi,Portugal,No_EASIN_data,Eumida fauchaldi; Not in GISD,GISD_listed_globally
Eumida fenwicki,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Eutima gracilis,Portugal,No_EASIN_data,Eutima gracilis; Not in GISD,GISD_listed_globally
Favorinus branchialis,Portugal,No_EASIN_data,Favorinus branchialis; Not in GISD,GISD_listed_globally
Glycera alba,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Guinardia delicatula,Portugal,No_EASIN_data,Guinardia delicatula; Not in GISD,GISD_listed_globally
Halocladius variabilis,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Halopteris diaphana,Portugal,No_EASIN_data,Halopteris diaphana; Not in GISD,GISD_listed_globally
Harmothoe gilchristi,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Harmothoe glabra,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Harmothoe impar,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Hesionura elongata,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Heterocapsa rotundata,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Heterosigma akashiwo,Portugal,No_EASIN_data,Heterosigma akashiwo; Not in GISD,GISD_listed_globally
Hiatella arctica,Portugal,No_EASIN_data,Hiatella arctica; Not in GISD,GISD_listed_globally
Hymeniacidon perlevis,Portugal,No_EASIN_data,Hymeniacidon perlevis; Not in GISD,GISD_listed_globally
Jorunna tomentosa,Portugal,No_EASIN_data,Jorunna tomentosa; Not in GISD,GISD_listed_globally
Lanice conchilega,Portugal,No_EASIN_data,Lanice conchilega; Not in GISD,GISD_listed_globally
Limapontia capitata,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Limapontia depressa,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Limnodrilus hoffmeisteri,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Lizzia blondina,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Lumbricillus lineatus,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Macrocyclops albidus,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Magelona johnstoni,Portugal,No_EASIN_data,Magelona johnstoni; Not in GISD,GISD_listed_globally
Malacoceros fuliginosus,Portugal,No_EASIN_data,Malacoceros fuliginosus; Not in GISD,GISD_listed_globally
Marthasterias glacialis,Portugal,No_EASIN_data,Marthasterias glacialis; Not in GISD,GISD_listed_globally
Meiodrilus adhaerens,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Melosira nummuloides,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Membranipora membranacea,Portugal,No_EASIN_data,Membranipora membranacea; Not in GISD,GISD_listed_globally
Micromonas pusilla,Portugal,No_EASIN_data,Micromonas pusilla; Not in GISD,GISD_listed_globally
Microphthalmus similis,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Monocorophium insidiosum,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Monopylephorus rubroniveus,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Mytilicola intestinalis,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Nais barbata,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Nassarius ovoideus,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Neanthes nubila,Portugal,No_EASIN_data,Neanthes nubila; Not in GISD,GISD_listed_globally
Nephtys hombergii,Portugal,No_EASIN_data,Nephtys hombergii; Not in GISD,GISD_listed_globally
Nitzschia longissima,Portugal,No_EASIN_data,Nitzschia longissima; Not in GISD,GISD_listed_globally
Obelia dichotoma,Portugal,No_EASIN_data,Obelia dichotoma; Not in GISD,GISD_listed_globally
Obelia geniculata,Portugal,No_EASIN_data,Obelia geniculata; Not in GISD,GISD_listed_globally
Octactis speculum,Portugal,No_EASIN_data,Octactis speculum; Not in GISD,GISD_listed_globally
Oikopleura dioica,Portugal,No_EASIN_data,Oikopleura dioica; Not in GISD,GISD_listed_globally
Oithona nana,Portugal,No_EASIN_data,Oithona nana; Not in GISD,GISD_listed_globally
Oithona similis,Portugal,No_EASIN_data,Oithona similis; Not in GISD,GISD_listed_globally
Ophidonais serpentina,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Ophiocomina nigra,Portugal,No_EASIN_data,Ophiocomina nigra; Not in GISD,GISD_listed_globally
Owenia fusiformis,Portugal,No_EASIN_data,Owenia fusiformis; Not in GISD,GISD_listed_globally
Panagrolaimus paetzoldi,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Paracalanus indicus,Portugal,No_EASIN_data,Paracalanus indicus; Not in GISD,GISD_listed_globally
Paracalanus parvus,Portugal,No_EASIN_data,Paracalanus parvus; Not in GISD,GISD_listed_globally
Paracalanus quasimodo,Portugal,No_EASIN_data,Paracalanus quasimodo; Not in GISD,GISD_listed_globally
Paracartia grani,Portugal,No_EASIN_data,Paracartia grani; Not in GISD,GISD_listed_globally
Parachironomus gracilior,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Paramoeba pemaquidensis,Portugal,No_EASIN_data,Paramoeba pemaquidensis; Not in GISD,GISD_listed_globally
Parvamoeba rugata,Portugal,No_EASIN_data,Parvamoeba rugata; Not in GISD,GISD_listed_globally
Pelagomonas calceolata,Portugal,No_EASIN_data,Pelagomonas calceolata; Not in GISD,GISD_listed_globally
Perforatus perforatus,Portugal,No_EASIN_data,Perforatus perforatus; Not in GISD,GISD_listed_globally
Peringia ulvae,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Phaeocystis globosa,Portugal,No_EASIN_data,Phaeocystis globosa; Not in GISD,GISD_listed_globally
Philine aperta,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Pholoe inornata,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Phyllodoce rosea,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Physella acuta,Portugal,No_EASIN_data,Physella acuta; Not in GISD,GISD_listed_globally
Pinnularia australogibba,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Pleopis polyphemoides,Portugal,No_EASIN_data,Pleopis polyphemoides; Not in GISD,GISD_listed_globally
Plumatella fungosa,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Podon intermedius,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Pollicipes pollicipes,Portugal,No_EASIN_data,Pollicipes pollicipes; Not in GISD,GISD_listed_globally
Polydora onagawaensis,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Polygordius appendiculatus,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Polysiphonia atlantica,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Poteriospumella lacustris,Portugal,No_EASIN_data,Poteriospumella lacustris; Not in GISD,GISD_listed_globally
Prionospio fallax,Portugal,No_EASIN_data,Prionospio fallax; Not in GISD,GISD_listed_globally
Psamathe fusca,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Psammechinus miliaris,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Pseudo-nitzschia abrensis,Portugal,No_EASIN_data,Pseudo-nitzschia abrensis; Not in GISD,GISD_listed_globally
Pseudo-nitzschia americana,Portugal,No_EASIN_data,Pseudo-nitzschia americana; Not in GISD,GISD_listed_globally
Pseudo-nitzschia cuspidata,Portugal,No_EASIN_data,Pseudo-nitzschia cuspidata; Not in GISD,GISD_listed_globally
Pseudo-nitzschia multistriata,Portugal,No_EASIN_data,Pseudo-nitzschia multistriata; Not in GISD,GISD_listed_globally
Pseudo-nitzschia plurisecta,Portugal,No_EASIN_data,Pseudo-nitzschia plurisecta; Not in GISD,GISD_listed_globally
Pseudochattonella farcimen,Portugal,No_EASIN_data,Pseudochattonella farcimen; Not in GISD,GISD_listed_globally
Pseudopolydora paucibranchiata,Portugal,No_EASIN_data,Pseudopolydora paucibranchiata; Not in GISD,GISD_listed_globally
Pseudostephanoeca paucicostata,Portugal,No_EASIN_data,Pseudostephanoeca paucicostata; Not in GISD,GISD_listed_globally
Pyropia haitanensis,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Sabellaria alveolata,Portugal,No_EASIN_data,Sabellaria alveolata; Not in GISD,GISD_listed_globally
Sacculina carcini,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Scolelepis squamata,Portugal,No_EASIN_data,Scolelepis squamata; Not in GISD,GISD_listed_globally
Sellaphora pupula,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Skeletonema menzelii,Portugal,No_EASIN_data,Skeletonema menzelii; Not in GISD,GISD_listed_globally
Spurilla neapolitana,Portugal,No_EASIN_data,Spurilla neapolitana; Not in GISD,GISD_listed_globally
Stephanopyxis turris,Portugal,No_EASIN_data,Stephanopyxis turris; Not in GISD,GISD_listed_globally
Sthenelais boa,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Sundstroemia setigera,Portugal,No_EASIN_data,Sundstroemia setigera; Not in GISD,GISD_listed_globally
Synchaeta grimpei,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Synchaeta triophthalma,Portugal,No_EASIN_data,Synchaeta triophthalma; Not in GISD,GISD_listed_globally
Temora stylifera,Portugal,No_EASIN_data,Temora stylifera; Not in GISD,GISD_listed_globally
Tergipes tergipes,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Tetraselmis marina,Portugal,No_EASIN_data,Invasive,GISD_listed_globally
Thalassionema nitzschioides,Portugal,No_EASIN_data,Thalassionema nitzschioides; Not in GISD,GISD_listed_globally
Thalassiosira nordenskioeldii,Portugal,No_EASIN_data,Thalassiosira nordenskioeldii; Not in GISD,GISD_listed_globally
Thalassiosira pseudonana,Portugal,No_EASIN_data,Thalassiosira pseudonana; Not in GISD,GISD_listed_globally
Thalassiosira rotula,Portugal,No_EASIN_data,Thalassiosira rotula; Not in GISD,GISD_listed_globally
Tricellaria inopinata,Portugal,No_EASIN_data,Tricellaria inopinata; Not in GISD,GISD_listed_globally
Trieres chinensis,Portugal,No_EASIN_data,Trieres chinensis; Not in GISD,GISD_listed_globally
Tritia reticulata,Portugal,No_EASIN_data,Tritia reticulata; Not in GISD,GISD_listed_globally
Verruca stroemia,Portugal,No_EASIN_data,Verruca stroemia; Not in GISD,GISD_listed_globally
Zygomolgus dentatus,Portugal,No_EASIN_data,Zygomolgus dentatus; Not in GISD,GISD_listed_globally
uncultured diatom,Portugal,No_EASIN_data,uncultured diatom; Not in GISD,GISD_listed_globally
Acartia clausii,Spain,Not_listed,Acartia clausii; Not in GISD,GISD_listed_globally
Acartia margalefi,Spain,Not_listed,Acartia margalefi; Not in GISD,GISD_listed_globally
Aglaura hemistoma,Spain,Not_listed,Aglaura hemistoma; Not in GISD,GISD_listed_globally
Amphibalanus amphitrite,Spain,Not_listed,Amphibalanus amphitrite; Not in GISD,GISD_listed_globally
Anacaena lutescens,Spain,Not_listed,Anacaena lutescens; Not in GISD,GISD_listed_globally
Ascidia ahodori,Spain,Not_listed,Ascidia ahodori; Not in GISD,GISD_listed_globally
Asterionellopsis thurstonii,Spain,Not_listed,Asterionellopsis thurstonii; Not in GISD,GISD_listed_globally
Aureococcus anophagefferens,Spain,Not_listed,Aureococcus anophagefferens; Not in GISD,GISD_listed_globally
Austrominius modestus,Spain,Not_listed,Austrominius modestus; Not in GISD,GISD_listed_globally
Balanus trigonus,Spain,Not_listed,Balanus trigonus; Not in GISD,GISD_listed_globally
Bathycoccus prasinos,Spain,Not_listed,Bathycoccus prasinos; Not in GISD,GISD_listed_globally
Bifurcaria bifurcata,Spain,Not_listed,Bifurcaria bifurcata; Not in GISD,GISD_listed_globally
Bittium reticulatum,Spain,Not_listed,Bittium reticulatum; Not in GISD,GISD_listed_globally
Chaetoceros socialis,Spain,Not_listed,Chaetoceros socialis; Not in GISD,GISD_listed_globally
Chamelea striatula,Spain,Not_listed,Chamelea striatula; Not in GISD,GISD_listed_globally
Chloroparvula pacifica,Spain,Not_listed,Chloroparvula pacifica; Not in GISD,GISD_listed_globally
Chthamalus montagui,Spain,Not_listed,Chthamalus montagui; Not in GISD,GISD_listed_globally
Clanculus cruciatus,Spain,Not_listed,Clanculus cruciatus; Not in GISD,GISD_listed_globally
Clausocalanus arcuicornis,Spain,Not_listed,Clausocalanus arcuicornis; Not in GISD,GISD_listed_globally
Clausocalanus furcatus,Spain,Not_listed,Clausocalanus furcatus; Not in GISD,GISD_listed_globally
Clausocalanus paululus,Spain,Not_listed,Clausocalanus paululus; Not in GISD,GISD_listed_globally
Clausocalanus pergens,Spain,Not_listed,Clausocalanus pergens; Not in GISD,GISD_listed_globally
Clytia gracilis,Spain,Not_listed,Clytia gracilis; Not in GISD,GISD_listed_globally
Eumida merope,Spain,Not_listed,Eumida merope; Not in GISD,GISD_listed_globally
Glycera fallax,Spain,Not_listed,Glycera fallax; Not in GISD,GISD_listed_globally
Guinardia delicatula,Spain,Not_listed,Guinardia delicatula; Not in GISD,GISD_listed_globally
Haminoea orteai,Spain,Not_listed,Haminoea orteai; Not in GISD,GISD_listed_globally
Heliconoides inflatus,Spain,Not_listed,Heliconoides inflatus; Not in GISD,GISD_listed_globally
Heterosigma akashiwo,Spain,Not_listed,Heterosigma akashiwo; Not in GISD,GISD_listed_globally
Laurencia microcladia,Spain,Not_listed,Laurencia microcladia; Not in GISD,GISD_listed_globally
Membranipora membranacea,Spain,Not_listed,Membranipora membranacea; Not in GISD,GISD_listed_globally
Microcosmus squamiger,Spain,Not_listed,Microcosmus squamiger; Not in GISD,GISD_listed_globally
Micromonas pusilla,Spain,Not_listed,Micromonas pusilla; Not in GISD,GISD_listed_globally
Minutocellus polymorphus,Spain,Not_listed,Minutocellus polymorphus; Not in GISD,GISD_listed_globally
Naineris setosa,Spain,Not_listed,Naineris setosa; Not in GISD,GISD_listed_globally
Nanomia bijuga,Spain,Not_listed,Nanomia bijuga; Not in GISD,GISD_listed_globally
Navicula avium,Spain,Not_listed,Navicula avium; Not in GISD,GISD_listed_globally
Obelia geniculata,Spain,Not_listed,Obelia geniculata; Not in GISD,GISD_listed_globally
Octactis speculum,Spain,Not_listed,Octactis speculum; Not in GISD,GISD_listed_globally
Oithona nana,Spain,Not_listed,Oithona nana; Not in GISD,GISD_listed_globally
Oithona plumifera,Spain,Not_listed,Oithona plumifera; Not in GISD,GISD_listed_globally
Oithona similis,Spain,Not_listed,Oithona similis; Not in GISD,GISD_listed_globally
Oncaea scottodicarloi,Spain,Not_listed,Oncaea scottodicarloi; Not in GISD,GISD_listed_globally
Oncaea waldemari,Spain,Not_listed,Oncaea waldemari; Not in GISD,GISD_listed_globally
Orthopyxis everta,Spain,Not_listed,Orthopyxis everta; Not in GISD,GISD_listed_globally
Paracalanus indicus,Spain,Not_listed,Paracalanus indicus; Not in GISD,GISD_listed_globally
Paracalanus nanus,Spain,Not_listed,Paracalanus nanus; Not in GISD,GISD_listed_globally
Paracalanus parvus,Spain,Not_listed,Paracalanus parvus; Not in GISD,GISD_listed_globally
Paracalanus quasimodo,Spain,Not_listed,Paracalanus quasimodo; Not in GISD,GISD_listed_globally
Paracartia grani,Spain,Not_listed,Paracartia grani; Not in GISD,GISD_listed_globally
Pelagia noctiluca,Spain,Not_listed,Pelagia noctiluca; Not in GISD,GISD_listed_globally
Pelagomonas calceolata,Spain,Not_listed,Pelagomonas calceolata; Not in GISD,GISD_listed_globally
Perforatus perforatus,Spain,Not_listed,Perforatus perforatus; Not in GISD,GISD_listed_globally
Peyssonnelia rubra,Spain,Not_listed,Peyssonnelia rubra; Not in GISD,GISD_listed_globally
Phaeocystis globosa,Spain,Not_listed,Phaeocystis globosa; Not in GISD,GISD_listed_globally
Phoronis hippocrepia,Spain,Not_listed,Phoronis hippocrepia; Not in GISD,GISD_listed_globally
Phyllodoce madeirensis,Spain,Not_listed,Phyllodoce madeirensis; Not in GISD,GISD_listed_globally
Podocorynoides minima,Spain,Not_listed,Podocorynoides minima; Not in GISD,GISD_listed_globally
Prionospio fallax,Spain,Not_listed,Prionospio fallax; Not in GISD,GISD_listed_globally
Pseudo-nitzschia americana,Spain,Not_listed,Pseudo-nitzschia americana; Not in GISD,GISD_listed_globally
